task	hour_utc	category	occurrences
archive-item-research-bench	2026-06-18T21:00Z	test_placeholder	1
archive-item-research-bench	2026-06-22T02:00Z	data_source_datausa	3
archive-item-research-bench	2026-06-22T02:00Z	fetch_proxy_markdown	4
fast-follow-question-bench	2026-06-16T10:00Z	data_source_datausa	13
fast-follow-question-bench	2026-06-16T11:00Z	cors_proxy	10
fast-follow-question-bench	2026-06-16T11:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-16T12:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-16T13:00Z	archive_wayback	1
fast-follow-question-bench	2026-06-16T13:00Z	data_source_datausa	3
fast-follow-question-bench	2026-06-16T13:00Z	wiki_self	22
fast-follow-question-bench	2026-06-16T18:00Z	archive_wayback	2
fast-follow-question-bench	2026-06-16T18:00Z	data_source_datausa	13
fast-follow-question-bench	2026-06-16T18:00Z	wiki_self	44
fast-follow-question-bench	2026-06-16T19:00Z	archive_wayback	11
fast-follow-question-bench	2026-06-16T19:00Z	cors_proxy	8
fast-follow-question-bench	2026-06-16T19:00Z	data_source_datausa	111
fast-follow-question-bench	2026-06-16T19:00Z	wiki_self	293
fast-follow-question-bench	2026-06-16T20:00Z	archive_wayback	2
fast-follow-question-bench	2026-06-16T20:00Z	cors_proxy	3
fast-follow-question-bench	2026-06-16T20:00Z	data_source_datausa	50
fast-follow-question-bench	2026-06-16T20:00Z	wiki_self	67
fast-follow-question-bench	2026-06-16T21:00Z	archive_wayback	2
fast-follow-question-bench	2026-06-16T21:00Z	data_source_datausa	32
fast-follow-question-bench	2026-06-16T21:00Z	wiki_self	55
fast-follow-question-bench	2026-06-16T22:00Z	counter_signalling	91
fast-follow-question-bench	2026-06-16T22:00Z	data_source_datausa	16
fast-follow-question-bench	2026-06-16T22:00Z	wiki_self	19
fast-follow-question-bench	2026-06-16T23:00Z	counter_signalling	54
fast-follow-question-bench	2026-06-16T23:00Z	data_source_datausa	2
fast-follow-question-bench	2026-06-17T00:00Z	counter_signalling	55
fast-follow-question-bench	2026-06-17T00:00Z	data_source_datausa	10
fast-follow-question-bench	2026-06-17T01:00Z	cors_proxy	1
fast-follow-question-bench	2026-06-17T01:00Z	counter_signalling	88
fast-follow-question-bench	2026-06-17T01:00Z	data_source_datausa	32
fast-follow-question-bench	2026-06-17T01:00Z	wiki_self	9
fast-follow-question-bench	2026-06-17T02:00Z	cors_proxy	1
fast-follow-question-bench	2026-06-17T02:00Z	counter_signalling	58
fast-follow-question-bench	2026-06-17T02:00Z	data_source_datausa	5
fast-follow-question-bench	2026-06-17T02:00Z	wiki_self	16
fast-follow-question-bench	2026-06-17T03:00Z	counter_signalling	12
fast-follow-question-bench	2026-06-17T03:00Z	data_source_datausa	3
fast-follow-question-bench	2026-06-17T03:00Z	wiki_self	2
fast-follow-question-bench	2026-06-17T04:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-17T05:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-17T05:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-17T06:00Z	counter_signalling	7
fast-follow-question-bench	2026-06-17T07:00Z	cors_proxy	1
fast-follow-question-bench	2026-06-17T07:00Z	data_source_datausa	6
fast-follow-question-bench	2026-06-17T08:00Z	cors_proxy	11
fast-follow-question-bench	2026-06-17T09:00Z	cors_proxy	7
fast-follow-question-bench	2026-06-17T09:00Z	counter_signalling	7
fast-follow-question-bench	2026-06-17T09:00Z	data_source_health	1
fast-follow-question-bench	2026-06-17T11:00Z	counter_signalling	6
fast-follow-question-bench	2026-06-17T11:00Z	data_source_health	1
fast-follow-question-bench	2026-06-17T12:00Z	data_source_health	1
fast-follow-question-bench	2026-06-17T12:00Z	data_source_library	1
fast-follow-question-bench	2026-06-17T13:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-17T13:00Z	data_source_health	1
fast-follow-question-bench	2026-06-17T14:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-17T15:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-17T16:00Z	counter_signalling	9
fast-follow-question-bench	2026-06-17T17:00Z	counter_signalling	2
fast-follow-question-bench	2026-06-17T18:00Z	counter_signalling	3
fast-follow-question-bench	2026-06-17T19:00Z	data_source_health	2
fast-follow-question-bench	2026-06-17T22:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-18T00:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-18T01:00Z	counter_signalling	5
fast-follow-question-bench	2026-06-18T06:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-18T11:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-18T13:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-18T14:00Z	counter_signalling	6
fast-follow-question-bench	2026-06-18T16:00Z	counter_signalling	5
fast-follow-question-bench	2026-06-18T17:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-18T18:00Z	counter_signalling	3
fast-follow-question-bench	2026-06-18T19:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-18T19:00Z	data_source_sec_investor	6
fast-follow-question-bench	2026-06-18T19:00Z	jq_json_relay	4
fast-follow-question-bench	2026-06-19T03:00Z	data_source_datausa	5
fast-follow-question-bench	2026-06-19T03:00Z	fetch_proxy_markdown	6
fast-follow-question-bench	2026-06-19T03:00Z	google_translate_proxy	2
fast-follow-question-bench	2026-06-19T05:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-19T06:00Z	data_source_datausa	12
fast-follow-question-bench	2026-06-19T12:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-19T13:00Z	data_source_datausa	2
fast-follow-question-bench	2026-06-19T14:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-19T15:00Z	counter_signalling	7
fast-follow-question-bench	2026-06-19T16:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-19T18:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-19T23:00Z	data_source_health	2
fast-follow-question-bench	2026-06-20T00:00Z	data_source_health	1
fast-follow-question-bench	2026-06-20T01:00Z	counter_signalling	5
fast-follow-question-bench	2026-06-20T02:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-20T03:00Z	counter_signalling	10
fast-follow-question-bench	2026-06-20T03:00Z	data_source_health	3
fast-follow-question-bench	2026-06-20T04:00Z	counter_signalling	3
fast-follow-question-bench	2026-06-20T04:00Z	data_source_health	4
fast-follow-question-bench	2026-06-20T05:00Z	cloud_storage_dropbox	10
fast-follow-question-bench	2026-06-20T05:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-20T05:00Z	data_source_health	10
fast-follow-question-bench	2026-06-20T06:00Z	cloud_storage_dropbox	7
fast-follow-question-bench	2026-06-20T06:00Z	counter_signalling	13
fast-follow-question-bench	2026-06-20T06:00Z	data_source_library	5
fast-follow-question-bench	2026-06-20T08:00Z	counter_signalling	16
fast-follow-question-bench	2026-06-20T09:00Z	counter_signalling	10
fast-follow-question-bench	2026-06-20T09:00Z	data_source_health	1
fast-follow-question-bench	2026-06-20T10:00Z	counter_signalling	13
fast-follow-question-bench	2026-06-20T10:00Z	data_source_health	2
fast-follow-question-bench	2026-06-20T11:00Z	counter_signalling	8
fast-follow-question-bench	2026-06-20T11:00Z	data_source_health	2
fast-follow-question-bench	2026-06-20T12:00Z	counter_signalling	6
fast-follow-question-bench	2026-06-20T13:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-20T14:00Z	data_source_health	1
fast-follow-question-bench	2026-06-20T17:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-20T17:00Z	data_source_health	1
fast-follow-question-bench	2026-06-20T18:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-20T19:00Z	data_source_health	3
fast-follow-question-bench	2026-06-20T20:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-20T20:00Z	data_source_health	1
fast-follow-question-bench	2026-06-20T21:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-20T21:00Z	data_source_health	2
fast-follow-question-bench	2026-06-20T23:00Z	counter_signalling	2
fast-follow-question-bench	2026-06-21T02:00Z	counter_signalling	2
fast-follow-question-bench	2026-06-21T03:00Z	data_source_datausa	7
fast-follow-question-bench	2026-06-21T05:00Z	data_source_datausa	4
fast-follow-question-bench	2026-06-21T06:00Z	data_source_datausa	7
fast-follow-question-bench	2026-06-21T06:00Z	url_shortener	2
fast-follow-question-bench	2026-06-21T07:00Z	data_source_datausa	1
fast-follow-question-bench	2026-06-21T07:00Z	url_shortener	1
fast-follow-question-bench	2026-06-21T08:00Z	counter_signalling	2
fast-follow-question-bench	2026-06-21T10:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-21T10:00Z	data_source_health	1
fast-follow-question-bench	2026-06-21T11:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-21T11:00Z	data_source_datausa	3
fast-follow-question-bench	2026-06-21T11:00Z	data_source_health	8
fast-follow-question-bench	2026-06-21T11:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T11:00Z	wiki_self	2
fast-follow-question-bench	2026-06-21T12:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-21T12:00Z	data_source_datausa	3
fast-follow-question-bench	2026-06-21T12:00Z	data_source_health	7
fast-follow-question-bench	2026-06-21T12:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T12:00Z	wiki_self	7
fast-follow-question-bench	2026-06-21T13:00Z	data_source_health	5
fast-follow-question-bench	2026-06-21T13:00Z	test_placeholder	2
fast-follow-question-bench	2026-06-21T13:00Z	wiki_self	5
fast-follow-question-bench	2026-06-21T14:00Z	counter_signalling	4
fast-follow-question-bench	2026-06-21T14:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T15:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-21T15:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T16:00Z	counter_signalling	1
fast-follow-question-bench	2026-06-21T16:00Z	data_source_health	1
fast-follow-question-bench	2026-06-21T16:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T16:00Z	wiki_self	1
fast-follow-question-bench	2026-06-21T17:00Z	data_source_health	1
fast-follow-question-bench	2026-06-21T17:00Z	test_placeholder	3
fast-follow-question-bench	2026-06-21T17:00Z	wiki_self	1
fast-follow-question-bench	2026-06-21T18:00Z	data_source_datausa	2
fast-follow-question-bench	2026-06-21T18:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T19:00Z	counter_signalling	31
fast-follow-question-bench	2026-06-21T19:00Z	data_source_datausa	3
fast-follow-question-bench	2026-06-21T19:00Z	test_placeholder	3
fast-follow-question-bench	2026-06-21T20:00Z	counter_signalling	6
fast-follow-question-bench	2026-06-21T20:00Z	data_source_health	1
fast-follow-question-bench	2026-06-21T20:00Z	test_placeholder	2
fast-follow-question-bench	2026-06-21T21:00Z	test_placeholder	1
fast-follow-question-bench	2026-06-21T22:00Z	counter_signalling	3
fast-follow-question-bench	2026-06-21T23:00Z	counter_signalling	3
fast-follow-question-bench	2026-06-21T23:00Z	test_placeholder	1
sec-regcf-ma-cache	2026-06-18T14:00Z	cors_proxy	19
sec-regcf-ma-cache	2026-06-18T14:00Z	data_source_datausa	100
sec-regcf-ma-cache	2026-06-18T14:00Z	data_source_sec_investor	3
sec-regcf-ma-cache	2026-06-18T14:00Z	fetch_proxy_markdown	153
sec-regcf-ma-cache	2026-06-18T14:00Z	test_placeholder	8
sec-regcf-ma-cache	2026-06-18T14:00Z	url_shortener	11
sec-regcf-ma-cache	2026-06-18T14:00Z	wiki_self	5
sec-regcf-ma-cache	2026-06-18T15:00Z	cors_proxy	46
sec-regcf-ma-cache	2026-06-18T15:00Z	data_source_datausa	117
sec-regcf-ma-cache	2026-06-18T15:00Z	data_source_library	2
sec-regcf-ma-cache	2026-06-18T15:00Z	data_source_sec_investor	83
sec-regcf-ma-cache	2026-06-18T15:00Z	fetch_proxy_markdown	223
sec-regcf-ma-cache	2026-06-18T15:00Z	jq_json_relay	175
sec-regcf-ma-cache	2026-06-18T15:00Z	test_placeholder	2
sec-regcf-ma-cache	2026-06-18T15:00Z	url_shortener	1
sec-regcf-ma-cache	2026-06-18T15:00Z	wiki_self	52
sec-regcf-ma-cache	2026-06-18T16:00Z	cloud_storage_dropbox	4
sec-regcf-ma-cache	2026-06-18T16:00Z	cors_proxy	106
sec-regcf-ma-cache	2026-06-18T16:00Z	data_source_datausa	153
sec-regcf-ma-cache	2026-06-18T16:00Z	data_source_library	3
sec-regcf-ma-cache	2026-06-18T16:00Z	data_source_other	3
sec-regcf-ma-cache	2026-06-18T16:00Z	data_source_sec_investor	185
sec-regcf-ma-cache	2026-06-18T16:00Z	data_source_us_gov	4
sec-regcf-ma-cache	2026-06-18T16:00Z	fetch_proxy_markdown	483
sec-regcf-ma-cache	2026-06-18T16:00Z	google_docs	9
sec-regcf-ma-cache	2026-06-18T16:00Z	jq_json_relay	654
sec-regcf-ma-cache	2026-06-18T16:00Z	obfuscated_or_malformed	6
sec-regcf-ma-cache	2026-06-18T16:00Z	test_placeholder	13
sec-regcf-ma-cache	2026-06-18T16:00Z	url_shortener	122
sec-regcf-ma-cache	2026-06-18T16:00Z	wiki_self	254
sec-regcf-ma-cache	2026-06-18T17:00Z	archive_wayback	2
