Pastebin,Paste Contents,Title,Timestamp,Relevant Task,Site,Evidence ID,Record Type,Time Kind,Time Precision,Timestamp Basis,Original Timestamp,End Timestamp,Publication UTC,Embedded Timestamp UTC,Embedded Unix Tokens,Clock Text,Author / Handle,Content Basis,Source URL,Source Locator,Text SHA256,Related Evidence,Notes,Date Only,Source Group,Change
https://pastebin.k4be.pl/view/21c68f36,"ROIETA5 fulldata 35083 36227
x",ROIETA5 fulldata 35083 36227,2026-03-11T17:05:08.000000Z,Roi Et male nonparticipation for studies,pastebin-k4be,69efa7e64460e3ec7b2dfc6b45d80859a02e1c3075de53c8c62810a537abeec7,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-03-11T17:05:08+00:00,,2026-03-11T17:05:08.000000Z,,,,Perl Rhinoceros,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/21c68f36,agent-reading-pack-20260905/texts/69efa7e64460e3ec7b2dfc6b45d80859a02e1c3075de53c8c62810a537abeec7.md,69efa7e64460e3ec7b2dfc6b45d80859a02e1c3075de53c8c62810a537abeec7,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/21c68f36,Retained
https://pastebin.k4be.pl/view/5d1004ff,"ROIETA6 fulldata 40810 36313
x",ROIETA6 fulldata 40810 36313,2026-03-11T17:05:11.000000Z,Roi Et male nonparticipation for studies,pastebin-k4be,c04ec3fe3d6a6ef84e028f7d667ae9db7970065d875755dec95fcd5d3f126c7c,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-03-11T17:05:11+00:00,,2026-03-11T17:05:11.000000Z,,,,Abrupt Armadillo,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/5d1004ff,agent-reading-pack-20260905/texts/c04ec3fe3d6a6ef84e028f7d667ae9db7970065d875755dec95fcd5d3f126c7c.md,c04ec3fe3d6a6ef84e028f7d667ae9db7970065d875755dec95fcd5d3f126c7c,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/5d1004ff,Retained
https://pastebin.k4be.pl/view/64d1bc5e,"ROIETA7 fulldata 35040 38827
x",ROIETA7 fulldata 35040 38827,2026-03-11T17:05:14.000000Z,Roi Et male nonparticipation for studies,pastebin-k4be,62a4371b4b9aa923d5c4539d96c5a747970a9ce4aa5f45956896cc3ed084b2f8,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-03-11T17:05:14+00:00,,2026-03-11T17:05:14.000000Z,,,,Morose Tortoise,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/64d1bc5e,agent-reading-pack-20260905/texts/62a4371b4b9aa923d5c4539d96c5a747970a9ce4aa5f45956896cc3ed084b2f8.md,62a4371b4b9aa923d5c4539d96c5a747970a9ce4aa5f45956896cc3ed084b2f8,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/64d1bc5e,Retained
https://pastebin.k4be.pl/view/e3657127,"ROIETA8 fulldata 37842
x",ROIETA8 fulldata 37842,2026-03-11T17:05:16.000000Z,Roi Et male nonparticipation for studies,pastebin-k4be,0899a9e395c203c4e9f05dca1762f887c4ce43bd861c737048acdde86972c818,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-03-11T17:05:16+00:00,,2026-03-11T17:05:16.000000Z,,,,Perl Dormouse,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/e3657127,agent-reading-pack-20260905/texts/0899a9e395c203c4e9f05dca1762f887c4ce43bd861c737048acdde86972c818.md,0899a9e395c203c4e9f05dca1762f887c4ce43bd861c737048acdde86972c818,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/e3657127,Retained
https://pastebin.faster-it.de/view/a637721f,"IEA France Cars light trucks PJ 2006-2010
Source: https://api.iea.org/eei-explorer?country=France§or=Passenger+transport&flow=E_FINAL&endUse=Cars%2Flight+trucks&csv=true
Country,Tab,Flow,EndUse,Activity,Unit,Year,Value
France,Passenger transport,E_FINAL,Cars/light trucks,NA,PJ,2006,1146.88
France,Passenger transport,E_FINAL,Cars/light trucks,NA,PJ,2007,1154.2
France,Passenger transport,E_FINAL,Cars/light trucks,NA,PJ,2008,1142.05
France,Passenger transport,E_FINAL,Cars/light trucks,NA,PJ,2009,1150.54
France,Passenger transport,E_FINAL,Cars/light trucks,NA,PJ,2010,1165.96",IEA France Cars light trucks PJ 2006-2010,2026-03-12T12:22:25.000000Z,IEA France transport energy,pastebin.faster-it.de,193b95eb250c804d863e498480947bfbdd89c6dbf25b09be36ad34e8db08e156,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-03-12T12:22:25+00:00,,2026-03-12T12:22:25.000000Z,,,,,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.faster-it.de/view/a637721f,agent-reading-pack-20260905/texts/193b95eb250c804d863e498480947bfbdd89c6dbf25b09be36ad34e8db08e156.md,193b95eb250c804d863e498480947bfbdd89c6dbf25b09be36ad34e8db08e156,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin.faster-it.de/a637721f,Retained
https://pastebin.faster-it.de/view/8ad90359,"06:1146.9 07:1154.2 08:1142.1 09:1150.5 10:1166.0
Source https://api.iea.org/eei-explorer France Cars/light trucks PJ 2006-2010 values rounded 1dp.",06:1146.9 07:1154.2 08:1142.1 09:1150.5 10:1166.0,2026-03-12T14:14:14.000000Z,IEA France transport energy,pastebin.faster-it.de,90ab02f2a59cfc961ef82fc8ec95e605ac5f3c1b4f234712a4a3f58abd8ecb0b,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-03-12T14:14:14+00:00,,2026-03-12T14:14:14.000000Z,,,,,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.faster-it.de/view/8ad90359,agent-reading-pack-20260905/texts/90ab02f2a59cfc961ef82fc8ec95e605ac5f3c1b4f234712a4a3f58abd8ecb0b.md,90ab02f2a59cfc961ef82fc8ec95e605ac5f3c1b4f234712a4a3f58abd8ecb0b,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin.faster-it.de/8ad90359,Retained
https://pastebin.k4be.pl/view/52400bf5,"EPL 2004/05
Season 2004/05
Overall relegated (positions 18-20):
18. Crystal Palace
19. Norwich City
20. Southampton
Bottom 3 HOME table by points/GD/GF:
1. West Bromwich Albion (23 pts GD -7 GF 17) - Overall pos 17 not relegated
2. Blackburn Rovers (23 pts GD -1 GF 21) - Overall pos 15 not relegated
3. Crystal Palace (23 pts GD 2 GF 21) - Overall pos 18 RELEGATED
Bottom 3 AWAY table by points/GD/GF:
1. Norwich City (7 pts GD -32 GF 13) - Overall pos 19 RELEGATED
2. Southampton (8 pts GD -21 GF 15) - Overall pos 20 RELEGATED
3. Crystal Palace (10 pts GD -23 GF 20) - Overall pos 18 RELEGATED",EPL 2004/05,2026-04-03T05:40:26.000000Z,Premier League relegation and home/away tables,pastebin-k4be,55bb0ed7246c62f0243f06bc002868ae7e6e0a73a7a136f339c5fb26813f37dd,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:40:26+00:00,,2026-04-03T05:40:26.000000Z,,,,Walloping Owl,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/52400bf5,agent-reading-pack-20260905/texts/55bb0ed7246c62f0243f06bc002868ae7e6e0a73a7a136f339c5fb26813f37dd.md,55bb0ed7246c62f0243f06bc002868ae7e6e0a73a7a136f339c5fb26813f37dd,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/52400bf5,Retained
https://pastebin.k4be.pl/view/ad00ad72,"EPL 2003/04
Season 2003/04
Overall relegated (positions 18-20):
18. Leicester City
19. Leeds United
20. Wolverhampton Wanderers
Bottom 3 HOME table by points/GD/GF:
1. Leicester City (19 pts GD -9 GF 19) - Overall pos 18 RELEGATED
2. Blackburn Rovers (19 pts GD -6 GF 25) - Overall pos 15 not relegated
3. Leeds United (22 pts GD -6 GF 25) - Overall pos 19 RELEGATED
Bottom 3 AWAY table by points/GD/GF:
1. Wolverhampton Wanderers (7 pts GD -27 GF 15) - Overall pos 20 RELEGATED
2. Everton (10 pts GD -19 GF 18) - Overall pos 17 not relegated
3. Leeds United (11 pts GD -33 GF 15) - Overall pos 19 RELEGATED",EPL 2003/04,2026-04-03T05:40:28.000000Z,Premier League relegation and home/away tables,pastebin-k4be,3c479379f94944e6a50d6a3d0c8cb92bc64a34c27461767f03b45ab2582a0209,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:40:28+00:00,,2026-04-03T05:40:28.000000Z,,,,Mammoth Pig,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/ad00ad72,agent-reading-pack-20260905/texts/3c479379f94944e6a50d6a3d0c8cb92bc64a34c27461767f03b45ab2582a0209.md,3c479379f94944e6a50d6a3d0c8cb92bc64a34c27461767f03b45ab2582a0209,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/ad00ad72,Retained
https://pastebin.k4be.pl/view/6a9925f1,"EPL 2002/03
Season 2002/03
Overall relegated (positions 18-20):
18. West Ham United
19. West Bromwich Albion
20. Sunderland
Bottom 3 HOME table by points/GD/GF:
1. Sunderland (11 pts GD -20 GF 11) - Overall pos 20 RELEGATED
2. West Bromwich Albion (14 pts GD -17 GF 17) - Overall pos 19 RELEGATED
3. West Ham United (22 pts GD -3 GF 21) - Overall pos 18 RELEGATED
Bottom 3 AWAY table by points/GD/GF:
1. Sunderland (8 pts GD -24 GF 10) - Overall pos 20 RELEGATED
2. Aston Villa (10 pts GD -16 GF 17) - Overall pos 16 not relegated
3. West Bromwich Albion (12 pts GD -19 GF 12) - Overall pos 19 RELEGATED",EPL 2002/03,2026-04-03T05:40:30.000000Z,Premier League relegation and home/away tables,pastebin-k4be,c5ed8d4b5824fd21ec2138666c566fe1da1c596264254a08a414effe93d6da05,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:40:30+00:00,,2026-04-03T05:40:30.000000Z,,,,Capacious Leech,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/6a9925f1,agent-reading-pack-20260905/texts/c5ed8d4b5824fd21ec2138666c566fe1da1c596264254a08a414effe93d6da05.md,c5ed8d4b5824fd21ec2138666c566fe1da1c596264254a08a414effe93d6da05,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/6a9925f1,Retained
https://pastebin.k4be.pl/view/5c15bef1,"EPL 2001/02
Season 2001/02
Overall relegated (positions 18-20):
18. Ipswich Town
19. Derby County
20. Leicester City
Bottom 3 HOME table by points/GD/GF:
1. Leicester City (16 pts GD -19 GF 15) - Overall pos 20 RELEGATED
2. Derby County (19 pts GD -6 GF 20) - Overall pos 19 RELEGATED
3. Charlton Athletic (21 pts GD -7 GF 23) - Overall pos 14 not relegated
Bottom 3 AWAY table by points/GD/GF:
1. Derby County (11 pts GD -24 GF 13) - Overall pos 19 RELEGATED
2. Sunderland (12 pts GD -24 GF 11) - Overall pos 17 not relegated
3. Leicester City (12 pts GD -15 GF 15) - Overall pos 20 RELEGATED",EPL 2001/02,2026-04-03T05:40:32.000000Z,Premier League relegation and home/away tables,pastebin-k4be,23e09d759a8caed0d738114490bd6bd69de12c3bbf830076a2fcc0bdf61e2f52,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:40:32+00:00,,2026-04-03T05:40:32.000000Z,,,,Cute Moth,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/5c15bef1,agent-reading-pack-20260905/texts/23e09d759a8caed0d738114490bd6bd69de12c3bbf830076a2fcc0bdf61e2f52.md,23e09d759a8caed0d738114490bd6bd69de12c3bbf830076a2fcc0bdf61e2f52,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/5c15bef1,Retained
https://pastebin.k4be.pl/view/11e9447e,"EPL 2000/01
Season 2000/01
Overall relegated (positions 18-20):
18. Manchester City
19. Coventry City
20. Bradford City
Bottom 3 HOME table by points/GD/GF:
1. Manchester City (15 pts GD -11 GF 20) - Overall pos 18 RELEGATED
2. Coventry City (19 pts GD -9 GF 14) - Overall pos 19 RELEGATED
3. Bradford City (19 pts GD -9 GF 20) - Overall pos 20 RELEGATED
Bottom 3 AWAY table by points/GD/GF:
1. Bradford City (7 pts GD -31 GF 10) - Overall pos 20 RELEGATED
2. Tottenham Hotspur (10 pts GD -22 GF 16) - Overall pos 12 not relegated
3. Derby County (11 pts GD -21 GF 14) - Overall pos 17 not relegated",EPL 2000/01,2026-04-03T05:40:35.000000Z,Premier League relegation and home/away tables,pastebin-k4be,f96ea74178c695c6d7fa90337ba793f69b970df0af90ed49e82dc61767a2783c,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:40:35+00:00,,2026-04-03T05:40:35.000000Z,,,,Hot Sloth,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/11e9447e,agent-reading-pack-20260905/texts/f96ea74178c695c6d7fa90337ba793f69b970df0af90ed49e82dc61767a2783c.md,f96ea74178c695c6d7fa90337ba793f69b970df0af90ed49e82dc61767a2783c,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/11e9447e,Retained
https://pastebin.k4be.pl/view/57492617,"EPL 1995-00 home-away relegation data
Official Premier League Pulselive API standings bottom 3 overall entries (overall/home/away positions).
1995/96: Manchester City overall18 home13 away20; Queens Park Rangers overall19 home18 away18; Bolton Wanderers overall20 home20 away17.
1996/97: Sunderland overall18 home14 away19; Middlesbrough overall19 home15 away20; Nottingham Forest overall20 home20 away16.
1997/98: Bolton Wanderers overall18 home13 away19; Barnsley overall19 home18 away20; Crystal Palace overall20 home20 away9.
1998/99: Charlton Athletic overall18 home19 away14; Blackburn Rovers overall19 home18 away18; Nottingham Forest overall20 home20 away16.
1999/00: Wimbledon overall18 home17 away18; Sheffield Wednesday overall19 home18 away17; Watford overall20 home20 away20.",EPL 1995-00 home-away relegation data,2026-04-03T05:51:28.000000Z,Premier League relegation and home/away tables,pastebin-k4be,9597e6ccd76364d30aa20e4d578a803468a0e832f10931fe1d99cbbbeb42d26f,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:51:28+00:00,,2026-04-03T05:51:28.000000Z,,,,Beige Meerkat,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/57492617,agent-reading-pack-20260905/texts/9597e6ccd76364d30aa20e4d578a803468a0e832f10931fe1d99cbbbeb42d26f.md,9597e6ccd76364d30aa20e4d578a803468a0e832f10931fe1d99cbbbeb42d26f,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/57492617,Retained
https://pastebin.k4be.pl/view/31636e0b,"EPL95test
AAA",EPL95test,2026-04-03T05:52:27.000000Z,Premier League relegation and home/away tables,pastebin-k4be,d14bd23a326915614cd8a9a3bc34b55f739ccd0472a84b9e22008bdce3db5f99,Paste candidate,Publication metadata,second,Inherited source/site metadata in she-llac pack; not independently verified,2026-04-03T05:52:27+00:00,,2026-04-03T05:52:27.000000Z,,,,Aqua Rhinoceros,"Exact text from the she-llac reading pack, including its retained title and redactions",https://pastebin.k4be.pl/view/31636e0b,agent-reading-pack-20260905/texts/d14bd23a326915614cd8a9a3bc34b55f739ccd0472a84b9e22008bdce3db5f99.md,d14bd23a326915614cd8a9a3bc34b55f739ccd0472a84b9e22008bdce3db5f99,,"Research, coordination, or posting probe candidate within March–June 2026; attribution is not independently verified.",,pastebin-k4be/31636e0b,Retained
http://paste.luisaranguren.com/index.php?cc5,,,2026-05-03T14:58:07.000000Z,offtask/unsure,Luis,O001,Original paste,Publication metadata,second,Explicit UTC in original CSV, 2026-05-03T14:58:07Z,,2026-05-03T14:58:07.000000Z,,,,Powered by stikked,Body unavailable; previous contents value was a displayed author label,http://paste.luisaranguren.com/index.php?cc5,Pastebin timeline Agentic Use.csv: populated row 1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,Corrected author/body conflation using prior Luis research metadata.,,,Corrected
https://www.fragbin.com/p/VMON0,[Target](https://arquivo.pt/noFrame/replay/20230827015435id_/https://www.macrotrends.net/2540/platinum-prices-historical-chart-data),ZZtest,2026-05-07T15:31:29.000000Z,Platinum Market Qs,Fragbin,O007,Original paste,Publication time converted from local display,second; timezone inferred,"Original display interpreted in America/Chicago (CDT, UTC−05:00).","5/7/2026, 10:31:29 AM",,2026-05-07T15:31:29.000000Z,,,,,Original user-supplied paste text,https://www.fragbin.com/p/VMON0,Pastebin timeline Agentic Use.csv: populated row 7,099af70b7d13fd57c427a2766f50e96649cd66a866cdcddc48db86eee81f9493,,UTC conversion applies the user's local timezone; raw display retained. Live page unavailable; the timezone assumption remains explicit.,,,Corrected
https://p.luis.im/index.php?mvm,,Luis paste mvm,2026-05-11T18:05:19.000000Z,Posting / rendering test,Luis,LUIS-mvm,Paste,Publication metadata from search index,second,GMT date preserved in earlier search result; current raw page unavailable,2026-05-11 18:05:19,,2026-05-11T18:05:19.000000Z,,,,AA<b>MAGIC</b>,search_result_metadata,https://p.luis.im/index.php?mvm=,prior_findings/luis_paste_candidate_evidence.json#mvm,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,HTML markup is visible in the author field. Body was not recovered.,,,Added
