time	source	source_url	label	title	title_series	body_sha256	body_len	proxies_matched	target_hosts
2026-05-18T08:56:24+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/e4d4ca06	TEL	TEL094578	TEL_series	89fa9e8d263bb18e994acdd1cba46d672474b6182675f87bc3d15b59c8a3ebc6	62	telegra.ph	
2026-05-18T08:56:24+00:00	pastes		TEL	TEL094578	TEL_series	d635dad54dd6148e7be60f5ba697938f55d969ca5bd3dda3ed6859c845247b68	72	telegra.ph	
2026-05-18T08:56:54+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/0b586889	TEL	TEL094601	TEL_series	f0e8358fc4de6dfc831c6c311166984bdd66fbb55d4882167711b1d09dffd019	62	telegra.ph	
2026-05-18T08:56:54+00:00	pastes		TEL	TEL094601	TEL_series	cfd1e50c9b7b82f34e9b5398dd6a3daa540614e2e03d8efc9bf96482c865a980	72	telegra.ph	
2026-05-18T08:57:18+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/e9b17471	TEL	TEL094629	TEL_series	7941347992911e60f7cd7326dd9db40863cec7bdc525bedf3789964d65213fc6	62	telegra.ph	
2026-05-18T08:57:18+00:00	pastes		TEL	TEL094629	TEL_series	d7ceca86c551ab296abf06dbc031734bc38d83621485aa09b4aa7d3e9ffcaeb4	72	telegra.ph	
2026-05-18T08:57:45+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/d5b57923	TEL	TEL094651	TEL_series	ead7bfdde7bba9a6d0a0115df88e34cf049da714345b14f4a32ac6f2ea178fc6	62	telegra.ph	
2026-05-18T08:57:45+00:00	pastes		TEL	TEL094651	TEL_series	60966b4f95d3de129ba6ed85460e47ec80f7b6f4865d53b319c4b0f571cf8b85	72	telegra.ph	
2026-05-18T08:58:06+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/e8722419	TEL	TEL094678	TEL_series	bd37cf03dcb65132f3f47e3d9522e0b63bf85e7e1b484a9480e7141e755a23cd	62	telegra.ph	
2026-05-18T08:58:06+00:00	pastes		TEL	TEL094678	TEL_series	1ed0977defd0efae2fc939d48258b66d3106f9844b07414569696a69ac58d379	72	telegra.ph	
2026-05-18T08:58:25+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/5d530685	TEL	TEL094700	TEL_series	3248abdcb007d6a3d849c153efc307f33776ee83a70f2b8c02fc2a4251637f33	62	telegra.ph	
2026-05-18T08:58:25+00:00	pastes		TEL	TEL094700	TEL_series	ce6c841c1efa2db2336eec43c0b947af3273471c1b113be6091afffa0af7c1d4	72	telegra.ph	
2026-05-18T08:58:46+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/800668c2	TEL	TEL094721	TEL_series	ccce0cb67148bdd9a4f07b356e95f7671ffab083837125c08a973f229191f9a8	62	telegra.ph	
2026-05-18T08:58:46+00:00	pastes		TEL	TEL094721	TEL_series	1e775f2373ad8ceeec2e43caa43511256bb9c9833e4f8da3889b7047060d6298	72	telegra.ph	
2026-05-18T10:16:05+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/e005dc0d	CiteTest	URLTEST1779099362	URLTEST_series	f888124a5d0f73664e73e92fee762694655737be20d925468798dcc885836b16	29	2md.link	
2026-05-18T10:17:30+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/30f8a1d4	CiteTest	ANCHORTEST	other	5eb1fb13c16dfa06996af913d0da4b9f3369f1e0a9da7ef2c93ab07870b53114	71	2md.link	
2026-05-18T10:19:25+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/253c38d4	CiteTest	URLTEST3	URLTEST_series	243fd14b156087fe9a417f6600391efc5b7042243395faaf8b6b3ecf04c9c20f	42	2md.link	
2026-05-26T15:16:26+00:00	pastes		agent0	SFTEST	SFTEST_RefQ_series	e506c45bc1533a9449da0a509b6d2878afe78d411f020628486f791fc7a21e40	920	allorigins.hexlet.app,markdown.new,workers.dev	portal.max.gov
2026-05-26T15:39:26+00:00	pastes		agentR	RefQ0	SFTEST_RefQ_series	22854bcca7d581979cba6942275eb46fefde29fa2c519dd7b108cef6beeca27b	919	allorigins.hexlet.app,markdown.new,workers.dev	portal.max.gov
2026-05-26T15:39:28+00:00	pastes		agentR	RefQ1	SFTEST_RefQ_series	39d30224ecea9adca57440718bdac254669662c42402ebd1e779925f68b8fafc	919	allorigins.hexlet.app,markdown.new,workers.dev	portal.max.gov
2026-05-26T15:39:29+00:00	pastes		agentR	RefQ2	SFTEST_RefQ_series	fdfad4bedd450dfdfcbba930247a554b2bd40518c1dd0d401208ac4c3fe32a0c	919	allorigins.hexlet.app,markdown.new,workers.dev	portal.max.gov
2026-05-26T15:39:32+00:00	pastes		agentR	RefQ3	SFTEST_RefQ_series	4968ccc29061c3350459f37990f15a9d318d71e19cd6e439c987e2999d13cf58	919	allorigins.hexlet.app,markdown.new,workers.dev	portal.max.gov
2026-05-26T16:54:14+00:00	pastes		agentN	RefNX	SFTEST_RefQ_series	959207a691da63084d87db389a78d1da79f96524b139b69247c180f4108aa24d	484	allorigins.hexlet.app	portal.max.gov
2026-05-26T16:57:01+00:00	pastes		agentN	RefNX2	SFTEST_RefQ_series	70cf9cc10d239dd718d8a63afafd0ea409814faafe166ea54ebb43415a2c3b5d	485	allorigins.hexlet.app	portal.max.gov
2026-05-26T16:59:54+00:00	pastes		agentN	RefXY	SFTEST_RefQ_series	cdf2579be47e458f58eece5aec2c19ae27f43b1d5d7be4ecee1776a5ae668bb0	441	allorigins.hexlet.app	portal.max.gov
2026-05-26T17:00:39+00:00	pastes		agentN	RefXY2	SFTEST_RefQ_series	4b10b9af8417c5c1bc46597a8e07265dfc5925cb49271c25f553a78acd81d0a8	442	allorigins.hexlet.app	portal.max.gov
2026-05-27T16:22:08+00:00	anna.fyi	https://anna.fyi/view/b76c5944	Gracious Coyote	testvar	other	19498d093280be72b9b4c5a835e031a5a1022def49adb92129adde7535da90e9	16		
2026-05-27T16:22:09+00:00	anna.fyi	https://anna.fyi/view/6c9afcc2	Gray Motmot	testvar	other	814c28d04a348e03c9850de37d1cd0b85616ed28e864ea01f897283985db6c1e	20		
2026-05-28T00:24:00+00:00	pastes		&lt;a href=&quot;https://markdow	&lt;a href=&quot;https://markdown.new/example.com&	other	2a2cb513d7a72cf7bf0b287575ba007b62888833045313aa3f4c47131022b338	143	markdown.new	
2026-05-28T13:03:09+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/964dd213	test	Ghtml599	Ghtml_probe_series	31fc45aa383bdce43cb11cdce8491cdb245d658916395563f15ddd669ae38c38	242	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:09+00:00	pastes		test	Ghtml599	Ghtml_probe_series	d7817de4401e0f8b6ce748528de573baaa0f2219d5a1e52a271344f373a819b0	229	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:12+00:00	pastes		test	Ghtml4strict99	Ghtml_probe_series	4206dc9cdef3ebc2405e57172414b1eaecffe8eb51e78ef060f2a2d6b78522be	235	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:14+00:00	pastes		test	Gxml99	Ghtml_probe_series	90345411db3ac7fa949fd165f09a88c9da0f54f91010f8b8d4fdcfa140df16d1	227	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:17+00:00	pastes		test	Gbbcode99	Ghtml_probe_series	33243d54ec3d9d02c7783be7b366b0a9d4af46c490a06af97b839cb47532886a	230	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:21+00:00	pastes		test	Gmarkdown99	Ghtml_probe_series	c526c1fc8a4bab7852cdce422e0505a98830044047be78ee0d656cbb7c83c2aa	232	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:23+00:00	pastes		test	Gurl99	Ghtml_probe_series	5c4a342e5ceae07e0b3b72e66e847a880f70eaa20dc1db310c96132372ce3164	227	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:26+00:00	pastes		test	Glatex99	Ghtml_probe_series	bd81c2f439e302d84e13ed1744c10bfdc359a093e8efae927b43520c6f2638ee	229	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:29+00:00	pastes		test	Gphp99	Ghtml_probe_series	dca6d928893680eeaaf1460ce08a35052591a949cd755aae72b969e87c62e45e	227	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:31+00:00	pastes		test	Gjavascript99	Ghtml_probe_series	0056c29014da78eaa53652a0b31310051deeb05d199a2ce7420d4933e36ccdde	234	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T13:03:33+00:00	pastes		test	Grobots99	Ghtml_probe_series	ef4089efa5d661ba650c80de2c4fdbe89879a03d791482eb3d7ca19d07d8fc7b	230	jqp.vercel.app	rspace.library.cofc.edu
2026-05-28T20:54:15+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/cbf4b460	agtest	linktry97976	linktry_series	1dd4ec198a86a637737a40c16fbc98e97c680d55259b1247585039a427f413a0	220	md.succ.ai	finance.yahoo.co.jp
2026-05-28T20:54:15+00:00	pastes		agtest	linktry97976	linktry_series	69b1179ac1e06f1414b1cb82a2c382c58121bb7b563e928da20053776f23bd84	211	md.succ.ai	finance.yahoo.co.jp
2026-06-01T13:18:13+00:00	pastes		Beefy Bison	agenttest	other	d237705c530c917fae7edf248fbd64ba4f1db0524a0ac0670464ff7ab319f534	65	markdown.new	
2026-06-05T12:59:43+00:00	pastes		Small Water Vole	xss	other	8aab2891b6a5ac17ab99bb4f6ad90cbfa08517e3a659ae655c570e655ed8a24c	53	markdown.new	
2026-06-16T09:25:44+00:00	pastes		x	relaytest	other	636b6bce847caf926dab7a1beaf5fc787b9e7b4ca5fa6dcc5c644f00ac2126b5	74		
2026-06-16T20:02:52+00:00	pastes		Analyst	IowaTableauTip	other	d6c4af1467beb67676284ccaaae666bc8696d5c0c70a5d84ffbf79fec34676cf	287	markdown.new	da.gd
2026-06-17T01:58:03+00:00	pastes		research	ProxyTestWonder	Proxy_series	1f6e413b389f3d16661a6171450d5804cb2dc81c6de728b18ff7be0a17725d98	147	markdown.new	
2026-06-17T02:00:20+00:00	pastes		research	Re ProxyTest	Proxy_series	75155ff620ef5870d2094e8f97a5c22b8546fcc0a8fd1a8ec4a0ab00e3598b23	145	markdown.new	
2026-06-17T02:11:03+00:00	pastes		research	ProxyBare	Proxy_series	e1146b72d1bd060478a29c3815b27ca8a8ff1faf3c42ead2e475db637c9d8392	400	markdown.new	
2026-06-17T02:17:24+00:00	pastes		research	Re: ptest	Proxy_series	1458761e744694ef7259fbf5a2f1a453c9ea52bdd88c57477fd16a85ada6a776	127	markdown.new	
2026-06-17T02:17:24+00:00	pastes		research	Re ProxyVariants3	Proxy_series	c50e72a658f4821155ced955c80ef7584f0f39ea3f0407f8ff7129e5c4768a15	135	markdown.new	
2026-06-17T11:50:05+00:00	pastes		Wet Hamerkop	palapiXYZ	other	55d1e46111d9d096b8db77eade6132ca3c0d87cfa8c8926ff4f87826ac38aeeb	187	allorigins.hexlet.app	mapgenie.io
2026-06-18T15:36:36+00:00	pastes		x	mytest	other	ded87b2c8c4d75453ed3e6420ced6eaccf673e52392d6786eb05876ca0df60cb	77	markdown.new	tinyurl.com
2026-08-21T21:48:55+00:00	pastes		Cream Marmoset	pari-transfer	other	ed9b61b386532932d0facceb758fd048218f04fb967d34566d491ac79cd6a3c1	306	cdn.putput.io	
